Level1,Level2,Level3,Level4,Citations,Papers,Paper_ID,Top_Words1,Top_Topic1,KCluster
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",Monte Carlo POMDPs,Bayesian Policy Learning with Trans-Dimensional MCMC,1,1,1772,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",Monte Carlo POMDPs,Random Sampling of States in Dynamic Programming,1,1,1772,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",Monte Carlo POMDPs,Bayesian Model of Behaviour in Economic Games,1,1,1772,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",Monte Carlo POMDPs,Bayes-Adaptive Simulation-based Search with Value Function Approximation,1,1,1772,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Monte Carlo POMDPs,The Unscented Particle Filter,1,1,1772,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Monte Carlo POMDPs,Exponential Family PCA for Belief Compression in POMDPs,1,1,1772,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Monte Carlo POMDPs,Bayesian Policy Learning with Trans-Dimensional MCMC,1,1,1772,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Monte Carlo POMDPs,Random Sampling of States in Dynamic Programming,1,1,1772,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Monte Carlo POMDPs,Bayesian Model of Behaviour in Economic Games,1,1,1772,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Monte Carlo POMDPs,Bayes-Adaptive Simulation-based Search with Value Function Approximation,1,1,1772,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1987-1990,"network, learning, input, output, units, hidden, unit, training, layer, weights",Learning to Control an Unstable System with Forward Modeling,Fast Learning with Predictive Forward Models,1,1,199,"network', u'learning', u'input', u'output', u'units', u'hidden', u'unit', u'training', u'layer', u'weights']",[0],2
2005-2008,"objects, relations, concept, set, algorithm, sense, images, image, model, words",Reducing statistical dependencies in natural signals using radial Gaussianization,Hierarchical Modeling of Local Image Features through ,1,1,3521,"objects', u'relations', u'concept', u'set', u'algorithm', u'sense', u'images', u'image', u'model', u'words']","[0, 9]",5
2008-2011,"image, images, object, visual, concept, content, objects, class, set, face",Reducing statistical dependencies in natural signals using radial Gaussianization,Hierarchical Modeling of Local Image Features through ,1,1,3521,"image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Bilinear classifiers for visual recognition,Multilinear Subspace Regression: An Orthogonal Tensor Decomposition Approach,1,1,3789,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
1990-1993,"training, fom, false, hit, figure, state, putative, gradient, hits, detection",Figure of Merit Training for Detection and Spotting,Using Voice Transformations to Create Additional Training Talkers for Word Spotting,1,1,792,"training', u'fom', u'false', u'hit', u'figure', u'state', u'putative', u'gradient', u'hits', u'detection']",[7],3
1993-1996,"weights, training, method, monte, carlo, prior, network, hidden, weight, given",Figure of Merit Training for Detection and Spotting,Using Voice Transformations to Create Additional Training Talkers for Word Spotting,1,1,792,"weights', u'training', u'method', u'monte', u'carlo', u'prior', u'network', u'hidden', u'weight', u'given']",[3],3
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",Agglomerative Information Bottleneck,Data Clustering by Markovian Relaxation and the Information Bottleneck Method,1,1,1651,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Agglomerative Information Bottleneck,Data Clustering by Markovian Relaxation and the Information Bottleneck Method,1,1,1651,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2014-2017,"bound, optimization, function, algorithm, imgpo, regret, ucb, global, max, interval",Double or Nothing: Multiplicative Incentive Mechanisms for Crowdsourcing,Eliciting Categorical Data for Optimal Aggregation,1,1,5677,"bound', u'optimization', u'function', u'algorithm', u'imgpo', u'regret', u'ucb', u'global', u'max', u'interval']",[4],4
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Ensemble weighted kernel estimators for multivariate entropy estimation,Multivariate f-divergence Estimation With Confidence,1,1,4798,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
1993-1996,"style, content, data, model, new, models, diagnosis, training, using, mixture",A Mixture Model System for Medical and Machine Diagnosis,On Input Selection with Reversible Jump Markov Chain Monte Carlo Sampling,1,1,1019,"style', u'content', u'data', u'model', u'new', u'models', u'diagnosis', u'training', u'using', u'mixture']",[2],8
2014-2017,"sampling, sgd, linear, dependence, sup, k22, convergence, convex, weighted, weights",Composing graphical models with neural networks for structured representations and fast inference,Scaling Factorial Hidden Markov Models: Stochastic Variational Inference without Messages,1,1,6379,"sampling', u'sgd', u'linear', u'dependence', u'sup', u'k22', u'convergence', u'convex', u'weighted', u'weights']",[3],2
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",ImageNet Classification with Deep Convolutional Neural Networks,Deep Networks with Internal Selective Attention through Feedback Connections,1,1,4824,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",ImageNet Classification with Deep Convolutional Neural Networks,Weakly-supervised Discovery of Visual Pattern Configurations,1,1,4824,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",ImageNet Classification with Deep Convolutional Neural Networks,Deep Joint Task Learning for Generic Object Extraction,1,1,4824,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",ImageNet Classification with Deep Convolutional Neural Networks,"Parallel Multi-Dimensional LSTM, With Application to Fast Biomedical Volumetric Image Segmentation",1,1,4824,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",ImageNet Classification with Deep Convolutional Neural Networks,Preconditioned Spectral Descent for Deep Learning,1,1,4824,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2002-2005,"model, data, latent, learning, models, linear, training, space, mixture, doublets",Simplicial Mixtures of Markov Chains: Distributed Modelling of Dynamic User Profiles,The Infinite Markov Model,1,1,2519,"model', u'data', u'latent', u'learning', u'models', u'linear', u'training', u'space', u'mixture', u'doublets']",[7],0
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",A recipe for optimizing a time-histogram,Bayesian binning beats approximate alternatives: estimating peri-stimulus time histograms,1,1,3140,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",A Generalization of Principal Components Analysis to the Exponential Family,Generalized Nonnegative Matrix Approximations with Bregman Divergences,1,1,2078,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Robust design of biological experiments,Selecting Observations against Adversarial Objectives,1,1,2924,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Robust design of biological experiments,Active Learning by Querying Informative and Representative Examples,1,1,2924,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2005-2008,"graph, model, target, information, one, model, spike, time, neural, data",Robust design of biological experiments,Selecting Observations against Adversarial Objectives,1,1,2924,"graph', u'model', u'target', u'information', u'one', u'model', u'spike', u'time', u'neural', u'data']","[1, 4]",1
2005-2008,"graph, model, target, information, one, model, spike, time, neural, data",Robust design of biological experiments,Active Learning by Querying Informative and Representative Examples,1,1,2924,"graph', u'model', u'target', u'information', u'one', u'model', u'spike', u'time', u'neural', u'data']","[1, 4]",1
2011-2014,"matrix, linear, algorithm, sampling, sgd, factorization, hott, rows, nonnegative, convex",A quasi-Newton proximal splitting method,Proximal Newton-type methods for convex optimization,1,1,4523,"matrix', u'linear', u'algorithm', u'sampling', u'sgd', u'factorization', u'hott', u'rows', u'nonnegative', u'convex']",[6],2
2005-2008,"response, model, document, topic, slda, topics, variational, lda, log, distribution",Spatial Latent Dirichlet Allocation,A ``Shape Aware'' Model for semi-supervised Learning of Objects and its Context,1,1,3278,"response', u'model', u'document', u'topic', u'slda', u'topics', u'variational', u'lda', u'log', u'distribution']",[1],4
