Level1,Level2,Level3,Level4,Total,Paper_ID,Top_Words1,Top_Topic1
1993-1996,1,A Mixture Model System for Medical and Machine Diagnosis,On Input Selection with Reversible Jump Markov Chain Monte Carlo Sampling,0.175,1019,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
2014-2017,2,Composing graphical models with neural networks for structured representations and fast inference,Scaling Factorial Hidden Markov Models: Stochastic Variational Inference without Messages,0.061,6379,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2011-2014,3,ImageNet Classification with Deep Convolutional Neural Networks,Deep Networks with Internal Selective Attention through Feedback Connections,0.375,4824,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,3,ImageNet Classification with Deep Convolutional Neural Networks,Weakly-supervised Discovery of Visual Pattern Configurations,1.484,4824,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,3,ImageNet Classification with Deep Convolutional Neural Networks,Deep Joint Task Learning for Generic Object Extraction,0.276,4824,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,3,ImageNet Classification with Deep Convolutional Neural Networks,"Parallel Multi-Dimensional LSTM, With Application to Fast Biomedical Volumetric Image Segmentation",1.437,4824,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,3,ImageNet Classification with Deep Convolutional Neural Networks,Preconditioned Spectral Descent for Deep Learning,0.202,4824,"training, learning, network, networks, neural, using, set, data, model, layer",4
2002-2005,4,Simplicial Mixtures of Markov Chains: Distributed Modelling of Dynamic User Profiles,The Infinite Markov Model,0.286,2519,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2005-2008,5,A recipe for optimizing a time-histogram,Bayesian binning beats approximate alternatives: estimating peri-stimulus time histograms,2.05,3140,"model, data, learning, models, figure, two, image, distribution, images, one",4
1999-2002,6,A Generalization of Principal Components Analysis to the Exponential Family,Generalized Nonnegative Matrix Approximations with Bregman Divergences,1.569,2078,"data, set, one, training, model, problem, function, figure, two, linear",5
2002-2005,7,Robust design of biological experiments,Selecting Observations against Adversarial Objectives,10.852,2924,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,7,Robust design of biological experiments,Active Learning by Querying Informative and Representative Examples,0.082,2924,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2005-2008,8,Robust design of biological experiments,Selecting Observations against Adversarial Objectives,0.071,2924,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,8,Robust design of biological experiments,Active Learning by Querying Informative and Representative Examples,0.276,2924,"model, data, learning, models, figure, two, image, distribution, images, one",4
2011-2014,9,A quasi-Newton proximal splitting method,Proximal Newton-type methods for convex optimization,0.13,4523,"training, learning, network, networks, neural, using, set, data, model, layer",4
2005-2008,10,Spatial Latent Dirichlet Allocation,A ``Shape Aware'' Model for semi-supervised Learning of Objects and its Context,1.287,3278,"model, data, learning, models, figure, two, image, distribution, images, one",4
2014-2017,11,Global Optimality of Local Search for Low Rank Matrix Recovery,Matrix Completion has No Spurious Local Minimum,0.286,6271,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
1999-2002,12,Incremental A*,Speeding up the Parti-Game Algorithm,0.083,2003,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,12,Incremental A*,ARA*: Anytime A* with Provable Bounds on Sub-Optimality,0.135,2003,"data, set, one, training, model, problem, function, figure, two, linear",5
2011-2014,13,Machine Teaching for Bayesian Learners in the Exponential Family,Optimal Teaching for Limited-Capacity Human Learners,0.652,5042,"training, learning, network, networks, neural, using, set, data, model, layer",4
2008-2011,0,Slice sampling covariance hyperparameters of latent Gaussian models,Optimal Reinforcement Learning for Gaussian Systems,0.717,4114,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,0,Slice sampling covariance hyperparameters of latent Gaussian models,Multi-Task Bayesian Optimization,0.296,4114,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,0,Slice sampling covariance hyperparameters of latent Gaussian models,Bayesian Nonlinear Support Vector Machines and Discriminative Factor Modeling,27.743,4114,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,0,Slice sampling covariance hyperparameters of latent Gaussian models,Unlocking neural population non-stationarities using hierarchical dynamics models,30.867,4114,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,0,Slice sampling covariance hyperparameters of latent Gaussian models,MCMC for Variationally Sparse Gaussian Processes,0.403,4114,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,0,Slice sampling covariance hyperparameters of latent Gaussian models,MCMC for Variationally Sparse Gaussian Processes,0.364,4114,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,1,Learning from Distributions via Support Measure Machines,Latent Support Measure Machines for Bag-of-Words Data Classification,0,4825,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,1,Learning from Distributions via Support Measure Machines,Cross-Domain Matching for Bag-of-Words Data via Kernel Embeddings of Latent Distributions,0,4825,"training, learning, network, networks, neural, using, set, data, model, layer",4
2008-2011,2,Prediction strategies without loss,The Pareto Regret Frontier,0,4388,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,2,Prediction strategies without loss,The Pareto Regret Frontier for Bandits,0.1,4388,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,3,Prediction strategies without loss,The Pareto Regret Frontier,1.044,4388,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,3,Prediction strategies without loss,The Pareto Regret Frontier for Bandits,7.034,4388,"training, learning, network, networks, neural, using, set, data, model, layer",4
1990-1993,4,Modeling Applications with the Focused Gamma Net,A Comparison of Discrete-Time Operator Models for Nonlinear System Identification,75.716,483,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
2008-2011,5,Algorithms and hardness results for parallel large margin learning,Accelerated Mini-Batch Stochastic Dual Coordinate Ascent,0.254,4444,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,6,Algorithms and hardness results for parallel large margin learning,Accelerated Mini-Batch Stochastic Dual Coordinate Ascent,0.146,4444,"training, learning, network, networks, neural, using, set, data, model, layer",4
1987-1990,7,What Size Net Gives Valid Generalization?,Generalization and Parameter Estimation in Feedforward Nets: Some Experiments,7.427,154,"neuron, neurons, synapse, analog, digital, chip, time, computer, synapses, input",8
2008-2011,8,Maximum Margin Multi-Label Structured Prediction,Multiple Choice Learning: Learning to Produce Multiple Structured Outputs,19.768,4184,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,9,Maximum Margin Multi-Label Structured Prediction,Multiple Choice Learning: Learning to Produce Multiple Structured Outputs,0.191,4184,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,10,Communication-Efficient Algorithms for Statistical Optimization,Online and Stochastic Gradient Methods for Non-decomposable Loss Functions,0,4728,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,10,Communication-Efficient Algorithms for Statistical Optimization,Communication-Efficient Distributed Dual Coordinate Ascent,0,4728,"training, learning, network, networks, neural, using, set, data, model, layer",4
1987-1990,11,A self-organizing multiple-view representation of 3D objects,Plasticity Kernels and Temporal Statistics,16.9,240,"neuron, neurons, synapse, analog, digital, chip, time, computer, synapses, input",8
2014-2017,12,Spatial Transformer Networks,"Attend, Infer, Repeat: Fast Scene Understanding with Generative Models",9.4,5854,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2014-2017,12,Spatial Transformer Networks,Universal Correspondence Network,1.16,5854,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2011-2014,13,Bayesian active learning with localized priors for fast receptive field characterization,Bayesian inference for low rank spatiotemporal neural receptive fields,19.351,4552,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,13,Bayesian active learning with localized priors for fast receptive field characterization,Fast Active Set Methods for Online Spike Inference from Calcium Imaging,19.351,4552,"training, learning, network, networks, neural, using, set, data, model, layer",4
